Snhg6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r42,0,0,0,2,1,0,3,0,4,0,1,0,2532,0,1,5734.5,0
Cops5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Cspp1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Arfgef1,5563,5,2,18,5,1,5,1,23,105,14,13,1432,4,2848,19,3
Cpa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,1,2,0,8,0,0.35,0,0,1.05,0,0,0,0,0,0,4,0
A830018L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17644,2.5,7,3820.53,1.5,1,1.5,16.55,57.5,412.6,2.5,53,4.5,0,3,129,4,18.5
Sulf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slco5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prdm14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncoa2,1,1,1,2,7,2,1,3,6,1,2,3,6355,4,2160,10,1
Tram1,7,0,8,3529,7,15,4,0,8,8227,4,7,11,21142,8,10,11
Lactb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xkr9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,146.66,30.33,100.67,127.66,408.16,1,80.17,1.67,197.33,181.25,54.67,71.92,365.66,49.67,249.41,85,90
Eya1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Msc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpa1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kcnb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,0,2,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0.14
Sbspon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl7,12,7,3,14,4899,7,10,7,14,9,8,13,10,7,6,16,9
Rdh10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stau2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2w,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0
Tceb1,0,3583,0,1,0,0,0,5,602,0,0,6,1,3,1,3516,2158
D030040B21Rik,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem70,1,1,0,2,2,0,1,0,0,0,2,0,0,2,0,5,0
Ly96,4,1,0,5,7,5,3,5,8,1,0,1,6,2,2083,6,1
Jph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gdap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crispld1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linc-md1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm3,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,5,0
6720483E21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paqr8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efhc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tram2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsta3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4933415F23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogfrl1,12276,6,1,4,1231,2,2,1,0,0,4,0,4,4,7,11791,0
B3gat2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5
Smap1,0,0,4,2871,4,1.5,4658,3,508,0,0,2,0,0,2,2,1.5
Sdhaf4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Fam135a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col9a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col19a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lmbrd1,36.76,10.25,160.33,6,32,2014.85,14.17,6,13,3268.76,15524,15,1,4,13,5,0
Adgrb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,1,0,2,4239,3,2,1,0,3,0,0,0,6,0,0,3,0
Ptp4a1,2.5,24.5,9577,6963,6,11.5,2811.5,4180,1279.17,173,9835.5,90.5,7,3974.25,3212,13.5,1269
Gm13363,2.5,24.5,9576,3530,5,11.5,2811.5,4180,1279.17,173,9730.5,90.5,7,3974.25,3212,11.5,1269
4931428L18Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp451,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,165,1
Gm15455,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Bend6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0
Imp4,0,0,1,0,1,1,2,1,0,0,2,0,1,0,1,4,0
Ptpn18,10,4,7,6,2178,4,3165,8,2326,6943,6,9,5,8,5,5,1
Prss39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam168b,2,0,7,2,7,6,4,1,2,1,5,0,2092,0,6,2,2
Plekhb2,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
Hs6st1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Uggt1,5,8,0,2,4,2,12,1,3,2,10,0,9,2,0,3,2
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,4,64,0,27,3793,22,31,24408,6294,45,33,106157.5,8874,32,2,330,21922
Arid5a,10,20549,0,4,1,1,15,14,0,0,18,17,0,187,1,4,4
Kansl3,0,0,1,0,1,0,2,1,0,0,3,0,866,6,0,0,3
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lman2l,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
Cnnm4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Cnnm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Sema4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam178b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,3,8,1,2,2379,2,6,10,20,2426,6,9,25113.5,10,8,15,3414
Actr1b,15,16,0,2,1,1,17,2,1,1,20,8,4,2,4,5,0
4933424G06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zap70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tmem131,0,0,3,0,0,4,1,0,1,2,0,1,8,5,8790,6,0
Cnga3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,4,2,0,0,2789,0,5,1,7,0,1,2,2,0,0,3,3
Coa5,1,3,0,6,2789,1,1,1,4,1,4,1,1,2,605,8,1
Unc50,11058,5,9,2,0,6,0,1,0,5,1,2,5,2,8015,4,0
Mgat4a,3,27,1,0,0,1,2,31,9,9,9,19457,11,9,286,11,3
4930594C11Rik,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2010300C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Lipt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitd1,1,0,0,0,0,1,0,0,0,0,2,0,2,4,2,0,0
Mrpl30,1,0,0,1,0,0,0,1,2,0,0,0,0,4,0,1,7743
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,1,1,3,3,4,2,1,0,10,2,2,0,8,0,3,3,0
Eif5b,1,1,1.5,0,1167.5,0,1,1,1055,0,1.5,1,0,0.5,0.5,0,1
Rev1,0,0,0.5,0,4.5,0,1,0,6153,0,2.5,1,0,0.5,0.5,0,0
Aff3,1,0,2,0,2,2,1,3,3,1,0,2,4,1,3,0,1
Lonrf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chst10,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,0,9,0,2,0,0,4,3,1,0,1,6,0,0,155,1,2
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Rpl31,5894.5,4,4,13,2984,22,4.5,8,3226,2920,147,4,8804.5,10,2,10,5370.5
Tbc1d8,4,1,0,7,4107.5,7,10.5,5,8906,193,4863,5,4,0,1,10,18693
Cnot11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Snord89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149,13124,18,28129,11739,34,25,16,5566,54,1333,18355,29651,37,15208,9523,52,28
Creg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map4k4,3,2,0,1,2500,1,0,2,4998,3,4,5,5,2,3,7,1
Gm16894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,32921,28,37,25502,39,28,20,9445,67,30018,29,29,1365,16543,27,24992,23
Il1r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl1,0,0,0,0,3,0,0,0,5,0,0,0,2,3,0,0,5
Il18r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Il18rap,5,8,11,18,23,16,4,9,12,7,0,3,20,5076,22,400,5
Slc9a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Gpr45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,1,0,0,0,1163,0,0,0,0,0,0,0,1,0,0,0,0
AI597479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fhl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nck2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1500015O10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uxs1,0,0,4,0,0,5,0,0,0,0,0,1,0,0,5,0,0
Tpp2,2,5,1,13,9,7,11,4,2,0,2746,4,0,0,0,17,7
Mettl21c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tex30,0,0,0,0,0,0,0,1,0,0,1,0,4,10502,3,2,1
Kdelc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bivm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ercc5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mettl21e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr75,0,1,1,7,1,0,0,0,0,1,0,0,0,2,0,6,0
Slc40a1,25,47,29,7737,46,12,3398.5,37,49,9162,67,38,57,27,36336,9568,41
Stk-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7b,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Slc39a10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmeff2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabp1,4,2,3,3,3,4,5736,4,4,3,13897,9,0,2,1,1,3
Myo1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat4,1,0,0,0,2,0,7,1,951,0,11,0,0,2,2,6,1
Stat1,13,17,4,2,4,82,15,3,4,0,15,212,13,22560,7,14,9
Gls,6.53,1,155.29,2,88,403.14,15.99,5.81,7509,21.78,32.06,22.65,3,14.15,3.5,2.33,3.62
Nab1,21856,20813,7,9637,14438,11,2183,15645,13,7315,18,27,10,8,7,7,13
Tmem194b,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mfsd6,0,0,1,5,101,0,2,0,0,0,3,0,7,13,8,10980,6
Inpp1,1,0,2,0,1496,2,0,0,5814,3,0,1,5,0,3,0,0
Hibch,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4
1700019D03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mstn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019A02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pms1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2
Ormdl1,1,2,0,0,1,0,0,2,0,0,2,2,0,1,0,0,0
Osgepl1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Asnsd1,7,0,1,7,2,0,6,0,2465,3,4,3,5,14,0,2,20193
Dnah7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk17b,16,18,33,10,28,33,6505,13053,21,7471,30,18,40,13344,10055,911,26
Hecw2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gtf3c3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgap1,2,0,2,0,2,0,0,1,0,1,0,0,1,1,2,0,0
Ankrd44,13,4827,16869,13,4741,21,25058,23,39,18006,6232,6020.5,20,12,15,11,20095
Sf3b1,72156,23,39,20540,17869.5,32,28,7031,16043,9263,10957,25,58,50,17990,38,38150
Coq10b,3,12,0,2,1,0,84,4,0,0,6,7,6,5,2,4,1
Hspd1,0,2,1,1,1,3,0,0,2,0,0,0,2,1,1,3,3
Hspe1,0,0,4,2,2,4,1,1,0,1,1,0,1,3,4058,2,0
Mob4,21.35,24.04,11.89,0,13.1,1537.92,76.77,2.5,19.22,3.54,6,33.63,37.56,84.77,29.57,1.7,539.78
Rftn2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Mars2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Boll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plcl1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9130227L01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9130024F11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC055402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930558J18Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700066M21Rik,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
Tyw5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
9430016H08Rik,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Spats2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kctd18,0,9,0,1,2425,0,0,12,5,6,7,19725,1,0,0,0,1
Sgol2a,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
Aox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bzw1,4,7,413,13,5,2,7,3,6,5,7,5,3,7,8,9,8
Clk1,5474,8,6671,29,42,36,20,16,787,2479,1178,3,25319,12,127,33,4
Ppil3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Nif3l1,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,3829,0
Orc2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Fam126b,1,0,0,0,7,3,5,8,0,0,1,0,0,13,0,0,16
Ndufb3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Gm20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5
Als2cr12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cflar,83,2,18270.64,19.37,2854.82,798.09,16835.01,18.33,13837.48,9091.79,221.31,16.5,210.21,10821.28,11315.7,1494.18,5397.72
Casp8,5,4,2,4,1,0,2,5,0,1,1,3,3,1,0,5,3
Trak2,3,3,2,0,0,0,0,1,2658,1,3,2,2,2,1,0,0
Stradb,0,0,8,0,0,4,0,0,0,7,1,1,5,11320,5,5,6
Als2cr11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Als2,0,123,0,0,1,160.5,1.5,1,1,0,0,0,0,0,0.5,0,1.5
Cdk15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fzd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumo1,6,8,4,3,4298,3,6,7484,85,3106,6,3,12,0,3,3,2
Nop58,0,0,0,3,11,2,9063,4,0,1,3,0,0,0,2,9,1
Snord70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bmpr2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam117b,2,2,0,3,2,0,1,2,2,0,1,1,4,0,0,2,0
Ica1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Carf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nbeal1,1,0,5,1,1,3,0,0,0,8,0,0,3,9,13181,902,0
Cyp20a1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Abi2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Raph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctla4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9530026F06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pard3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930487H11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ino80d,0,0,0,12,0,0,4,2,8,4,6,14,0,0,0,11,1
Ino80dos,1,1,1,1,0,0,0,0.5,0.5,0,0,82.5,0.5,10.5,0.5,0,0
Ndufs1,2,3,0,2,4,0,2,0.5,2.5,0,3,3.5,5.5,0.5,0.5,1,6
Eef1b2,2,4,4,2,667,4,1,1,3,4282,3,3,3,1,4,6172,0
Snora41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
