Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,0,9,0,2,0,0,4,3,1,0,1,6,0,0,155,1,2,3,3,2
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rpl31,5894.5,4,4,13,2984,22,4.5,8,3226,2920,147,4,8804.5,10,2,10,5370.5,1,15,1
Tbc1d8,4,1,0,7,4107.5,7,10.5,5,8906,193,4863,5,4,0,1,10,18693,4414,5,0
Cnot11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Snord89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149,13124,18,28129,11739,34,25,16,5566,54,1333,18355,29651,37,15208,9523,52,28,21,30,25
Creg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map4k4,3,2,0,1,2500,1,0,2,4998,3,4,5,5,2,3,7,1,1,6,0
Gm16894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,32921,28,37,25502,39,28,20,9445,67,30018,29,29,1365,16543,27,24992,23,6013,30161.5,46
Il1r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rl1,0,0,0,0,3,0,0,0,5,0,0,0,2,3,0,0,5,3,5,0
Il18r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Il18rap,5,8,11,18,23,16,4,9,12,7,0,3,20,5076,22,400,5,5,2401,18
Slc9a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gpr45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,1,0,0,0,1163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI597479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fhl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nck2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1500015O10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uxs1,0,0,4,0,0,5,0,0,0,0,0,1,0,0,5,0,0,0,4,11020
Tpp2,2,5,1,13,9,7,11,4,2,0,2746,4,0,0,0,17,7,6580,0,2
Mettl21c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tex30,0,0,0,0,0,0,0,1,0,0,1,0,4,10502,3,2,1,3,1,0
Kdelc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bivm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ercc5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mettl21e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr75,0,1,1,7,1,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0
Slc40a1,25,47,29,7737,46,12,3398.5,37,49,9162,67,38,57,27,36336,9568,41,22808,59714,55
Stk-ps2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7b,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Slc39a10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmeff2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nabp1,4,2,3,3,3,4,5736,4,4,3,13897,9,0,2,1,1,3,15,3,8
Myo1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat4,1,0,0,0,2,0,7,1,951,0,11,0,0,2,2,6,1,9272,1,0
Stat1,13,17,4,2,4,82,15,3,4,0,15,212,13,22560,7,14,9,18,5,9
Gls,6.53,1,155.29,2,88,403.14,15.99,5.81,7509,21.78,32.06,22.65,3,14.15,3.5,2.33,3.62,4350.17,4.5,2.5
Nab1,21856,20813,7,9637,14438,11,2183,15645,13,7315,18,27,10,8,7,7,13,17,12,8
Tmem194b,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mfsd6,0,0,1,5,101,0,2,0,0,0,3,0,7,13,8,10980,6,2,1,0
Inpp1,1,0,2,0,1496,2,0,0,5814,3,0,1,5,0,3,0,0,2,7,3
Hibch,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,5270,0,0
1700019D03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mstn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1700019A02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pms1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,5803,0,0
Ormdl1,1,2,0,0,1,0,0,2,0,0,2,2,0,1,0,0,0,0,1,1
Osgepl1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asnsd1,7,0,1,7,2,0,6,0,2465,3,4,3,5,14,0,2,20193,8240,5,0
Dnah7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk17b,16,18,33,10,28,33,6505,13053,21,7471,30,18,40,13344,10055,911,26,4795,24,14925
Hecw2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gtf3c3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgap1,2,0,2,0,2,0,0,1,0,1,0,0,1,1,2,0,0,0,2,1
Ankrd44,13,4827,16869,13,4741,21,25058,23,39,18006,6232,6020.5,20,12,15,11,20095,39,1505,25
Sf3b1,72156,23,39,20540,17869.5,32,28,7031,16043,9263,10957,25,58,50,17990,38,38150,6361,43452,12281
Coq10b,3,12,0,2,1,0,84,4,0,0,6,7,6,5,2,4,1,11,1,0
Hspd1,0,2,1,1,1,3,0,0,2,0,0,0,2,1,1,3,3,0,1,1
Hspe1,0,0,4,2,2,4,1,1,0,1,1,0,1,3,4058,2,0,0,0,1
Mob4,21.35,24.04,11.89,0,13.1,1537.92,76.77,2.5,19.22,3.54,6,33.63,37.56,84.77,29.57,1.7,539.78,3739.1,12481.69,18.61
Rftn2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Mars2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Boll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plcl1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9130227L01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsfy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9130024F11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC055402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930558J18Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066M21Rik,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0
Tyw5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
9430016H08Rik,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Spats2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kctd18,0,9,0,1,2425,0,0,12,5,6,7,19725,1,0,0,0,1,0,3,1
Sgol2a,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Aox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aox2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bzw1,4,7,413,13,5,2,7,3,6,5,7,5,3,7,8,9,8,6,6,6
Clk1,5474,8,6671,29,42,36,20,16,787,2479,1178,3,25319,12,127,33,4,3644,36,15204
